uri,title,event_date,sentiment,categories,loc_country,loc_continent,article_count,total_article_count,delo,dnevnik,vecer
slv-65414,Milanović prisegel kot peti predsednik Hrvaške,2020-02-18,,news/Politics,Croatia,Europe,16,16,1,1,1
slv-65453,Komunalna podjetja se spet dušijo v smeteh,2020-02-17,,news/Politics,Slovenia,Europe,21,21,1,1,1
slv-65457,Policija vodi predkazenski postopek zoper nekoga izven nje,2020-02-20,,news/Politics,Slovenia,Europe,12,12,1,1,1
slv-65481,Poslanci o Petrolovih poslih v Rusiji,2020-02-21,,news/Politics,Russia,Europe,8,8,1,1,1
slv-65530,"Neuradno: SDS, NSi, SMC in DeSUS sklenili dogovor o sestavi nove vlade",2020-02-21,,news/Politics,-,-,25,25,1,1,1
slv-65561,Kitajski najemnik mariborskega letališča bo tožil državo,2020-02-25,,news/Politics,Slovenia,Europe,12,12,1,1,1
slv-65807,Tretje sojenje Milku Noviču bo potekalo pred novim senatom,2020-03-06,,news/Politics,Slovenia,Europe,9,9,1,1,1
slv-65990,Slovenija se opolnoči ustavlja!,2020-03-14,,news/Politics,Belgium,Europe,15,15,1,1,1
slv-66172,"Janša: Zdravnikom dvojne plače, funkcionarjem za 30 odstotkov dol",2020-03-21,,news/Politics,-,-,22,22,1,1,1
slv-66385,Od polnoči prepoved gibanja izven občine stalnega ali začasnega prebivališča | GOV.SI,2020-03-29,,news/Politics,-,-,31,31,1,1,1
slv-66558,Tonin o vplivu na izbor dobavitelja zaščitne opreme: Politično nastavljena zgodba,2020-04-05,,news/Politics,Slovenia,Europe,27,27,1,1,1
slv-66814,Pahor za podelitev policijskih pooblastil vojski na južni meji,2020-04-15,,news/Politics,Slovenia,Europe,10,10,1,1,1
slv-66843,Za 300.000 mask iz serviet država plačala 860 tisočakov,2020-04-15,,news/Politics,Slovenia,Europe,13,13,1,1,1
slv-66998,Zakrajšek postavlja ministra Počivalška na laž: Ne bom žrtveno jagnje!,2020-04-21,,news/Politics,-,-,6,6,1,1,1
slv-67142,"Pahor: Ocena pripravljenosti SV za delovanje v miru boljša, za delovanje v vojni brez napredka",2020-04-29,,news/Politics,-,-,17,17,1,1,1
slv-67172,"Pomerjanje oblačil: razkuževanje kabin za vsako stranko, oblačila v karanteno za dva dni",2020-04-30,,news/Politics,-,-,11,11,1,1,1
slv-67201,"Janša podpira Počivalška, poročila bodo v naslednjem tednu",2020-05-02,,news/Politics,-,-,15,15,1,1,1
slv-67414,Logarjev globinski pogled,2020-05-11,,news/Politics,France,Europe,11,11,1,1,1
slv-67417,V torek se sproščajo ukrepi v mednarodnem zračnem prometu,2020-05-11,,news/Politics,Slovenia,Europe,11,11,1,1,1
slv-67439,"Nov pritisk na nevladnike: ""Gre za vojno napoved ohranjanju narave""",2020-05-11,,news/Politics,-,-,16,16,1,1,1
slv-67532,Policija na shodu ni zaznala večjih kršitev,2020-05-16,,news/Politics,Slovenia,Europe,10,10,1,1,1
slv-67837,Dejan Židan se poslavlja z vrha SD! So ga v to prisili strici iz ozadj,2020-05-28,,news/Politics,-,-,39,39,1,1,1
slv-67917,Slovenijo bodo preleteli lovci F-16 in pilatusi v zahvalo borcem proti epidemiji,2020-05-31,,news/Politics,Slovenia,Europe,24,24,1,1,1
slv-67925,V silovitem neurju poškodovana plača Tadž Mahal,2020-05-31,,news/Politics,India,Asia,5,5,1,1,1
spa-1557800,Trump župana Londona označil za zgubo,2019-05-31,,news/Politics,United Kingdom,Europe,636,7,1,1,1
ukr-50392,"Trump grozi Iranu z napadi na tarče, ""pomembne za iransko kulturo""",2020-01-03,,news/Politics,Iraq,Asia,237,17,1,1,1
slv-62559,FOTO:Zaradi tajfuna na Japonskem odredili evakuacijo več milijonov ljudi,2019-10-12,,news/Science,Japan,Asia,15,15,1,1,1
spa-1441666,"Slovenija ena izmed držav, kjer bo možen ogled super krvave lune",2019-01-18,0.192156862745098,news/Science,-,-,919,21,1,1,1
rus-535422,Iz Cardiffa ODLOČNO poudarjajo: Nismo mi krivi! Sam si je izbral ...,2019-01-22,,news/Sports,United Kingdom,Europe,737,30,1,1,1
slv-57349,"FOTO:Zajc se je spogledoval s stopničkami, a prevelika želja ga je pokopala (VIDEO)",2019-01-01,,news/Sports,Germany,Europe,43,43,1,1,1
slv-57439,Pevnik novi trener Olimpije,2019-01-08,,news/Sports,Slovenia,Europe,17,17,1,1,1
slv-57538,Športno plezanje: Bo Slovenka tudi športnica svetovnih iger 2018?,2019-01-16,,news/Sports,Japan,Asia,9,9,1,1,1
slv-57546,Dallas po sanjskem štartu popolnoma popustil - teksaški derbi Spursom,2019-01-17,,news/Sports,United States,Noth America,12,12,1,1,1
slv-57549,Na Rogli sedem Slovencev,2019-01-16,,news/Sports,-,-,29,29,1,1,1
slv-57583,"Bertoncelj pred Zakopanami: Verjamem, da imamo podporo Smučarske zveze Slovenije (intervju)",2019-01-16,,news/Sports,Poland,Europe,24,24,1,1,1
slv-57603,"Kraft v Zakopanah prekinil post, Zajc pristal na sedmem mestu",2019-01-20,,news/Sports,Poland,Europe,9,9,1,1,1
slv-58227,"Grd padec Štuhčeve, ki pa se je sama pripeljala v cilj",2019-02-23,,news/Sports,United States,Noth America,14,14,1,1,1
slv-58387,Flisar po javnem opravičilu čaka še na ukrepe SZS,2019-03-04,,news/Sports,-,-,11,11,1,1,1
slv-58762,"Devet Slovencev na petkovi tekmi, kvalifikacije Kobayashiju",2019-03-21,,news/Sports,-,-,26,26,1,1,1
slv-58982,(VIDEO) Dragićev Miami s porazom proti Bostonu trenutno izven končnice,2019-04-04,,news/Sports,United States,Noth America,10,10,1,1,1
slv-60031,Skomina: Bolj se sliši dihanje kolegov kot publika,2019-06-03,,news/Sports,Spain,Europe,9,9,1,1,1
slv-60170,Ilka Štuhec v trenerju Abplanalpu našla sorodno dušo,2019-06-10,,news/Sports,Slovenia,Europe,10,10,1,1,1
slv-60310,Mariboru na poti do evropskih milijonov grozi visoka poljska ovira,2019-06-18,,news/Sports,Slovenia,Europe,28,28,1,1,1
slv-60447,Dončić drugi Evropejec z nagrado za novinca leta,2019-06-25,,news/Sports,United States,Noth America,14,14,1,1,1
slv-61493,Gajser predčasno do naslova svetovnega prvaka,2019-08-18,,news/Sports,Italy,Europe,25,25,1,1,1
slv-61886,Nadal po skoraj petih urah izjemnega finala v solzah do 19. grand slama ,2019-09-09,,news/Sports,United States,Noth America,8,8,1,1,1
slv-62140,"FOTO:Če Roglič ne bi bil zadovoljen, pogodbe ne bi podpisal",2019-09-21,,news/Sports,-,-,7,7,1,1,1
slv-62148,Zdaj naj bi bilo dokončno. Simon Rožman je novi trener Rijeke.,2019-09-23,,news/Sports,Croatia,Europe,20,20,1,1,1
slv-63972,"Kobajaši s prvo zmago zime prevzel rumeno majico, Peter Prevc osmi",2019-12-13,,news/Sports,-,-,27,27,1,1,1
slv-64427,#video Dončić s trojnim dvojčkom navdušil proti Chicagu,2020-01-07,,news/Sports,United States,Noth America,10,10,1,1,1
slv-64551,Goran Dragić z Miamijem klonil v New Yorku,2020-01-13,,news/Sports,United States,Noth America,7,7,1,1,1
slv-64907,Rimac že nekdanji; kandidata za klop Olimpije Zdovc in Golemac,2020-01-27,,news/Sports,Slovenia,Europe,10,10,1,1,1
slv-65163,Dončić pristal v izjemni LeBronovi ekipi,2020-02-07,,news/Sports,United States,Noth America,13,13,1,1,1
slv-65339,Premočan veter na Kulmu preprečil petkovo letenje,2020-02-12,,news/Sports,Norway,Europe,33,33,1,1,1
slv-65513,"FOTO:Odlični Dragić za zmago Miamija, poraz Dallasa brez Dončića",2020-02-23,,news/Sports,United States,Noth America,11,11,1,1,1
slv-65649,"Dončić v slovenskem dvoboju boljši od Dragića, zmaga ostala doma (VIDEO)",2020-02-29,,news/Sports,United States,Noth America,19,19,1,1,1
slv-66767,Trije košarkarji odhajajo iz Ljubljane,2020-04-12,,news/Sports,Slovenia,Europe,8,8,1,1,1
ita-138077,"Na Pohorju lisičkin slalom, Ilka pa popoldan z zasebnim letalom na Švedsko",2019-01-28,,news/Sports,Slovenia,Europe,35,16,1,1,1
por-484183,"Do 25. maja odločitve lig, ali nadaljevati ali ne; Franciji grozi konec sezone",2020-04-28,,news/Sports,United Kingdom,Europe,29,8,1,1,1
slv-57368,Preminil je Dragoslav Šekularac,2019-01-05,,news/Sports,Serbia,Europe,5,5,1,1,1
slv-57470,Klemen Kosi danes že na smučeh,2019-01-11,,news/Sports,Slovenia,Europe,6,6,1,1,1
slv-57562,"Dončić še vedno na drugem mestu, presegel je mejo treh milijonov glasov",2019-02-19,,news/Sports,Slovenia,Europe,7,7,1,1,1
slv-57960,"Policija potrdila, da je bilo v razbitinah truplo Emiliana Sale",2019-02-08,,news/Sports,France,Europe,11,11,1,1,1
slv-58972,Čeferina sram zaradi nedavnih rasističnih izpadov,2019-04-03,,news/Sports,Italy,Europe,7,7,1,1,1
slv-59096,Ljubljana bo prihodnjo pomlad dobila novo nakupovalno središče #foto,2019-04-09,,news/Sports,Slovenia,Europe,10,10,1,1,1
slv-60832,Gajser suvereno dobil še eno preizkušnjo v Indoneziji,2019-07-14,,news/Sports,-,-,8,8,1,1,1
slv-60879,Mihajlović zbolel za levkemijo: Dobil bom tudi to bitko ,2019-07-13,,news/Sports,Italy,Europe,8,8,1,1,1
slv-61498,Mihalinčeva odlična četrta v teku na 100 m,2019-08-18,,news/Sports,United Kingdom,Europe,8,8,1,1,1
slv-61806,Hirscher uradno končal bogato kariero,2019-09-04,,news/Sports,Austria,Europe,10,10,1,1,1
slv-61853,"Prva Serenina zmaga, ko se tekmica še ni rodila",2019-09-06,,news/Sports,United States,Noth America,8,8,1,1,1
slv-62436,Marc Marquez z deveto zmago leta sedmič prvak motogp,2019-10-06,,news/Sports,-,-,14,14,1,1,1
slv-62504,Nogometaši Leipziga dobili prepoved nakupovanja na proste dni,2019-10-09,,news/Sports,Germany,Europe,5,5,1,1,1
slv-62716,Garnbretova ostala brez stopničk,2019-10-20,,news/Sports,Croatia,Europe,14,14,1,1,1
slv-64208,Dončić treniral prvič po poškodbi gležnja,2019-12-25,,news/Sports,United States,Noth America,6,6,1,1,1
slv-64209,Olimpija kaznovana zaradi finančne nediscipline,2019-12-25,,news/Sports,Slovenia,Europe,6,6,1,1,1
slv-64270,Kvalifikacije iz Oberstdorfa  ,2019-12-28,,news/Sports,Germany,Europe,31,31,1,1,1
slv-64538,#video Dallas navkljub nerazpoloženemu Dončiću boljši od Philadelphie,2020-01-12,,news/Sports,United States,Noth America,8,8,1,1,1
slv-64542,"Fourcade z zmago do vodstva v skupnem seštevku, Fak 5.",2020-01-12,,news/Sports,-,-,6,6,1,1,1
slv-64690,#video Osem trojk in 35 točk Dončića za zmago v Portlandu,2020-01-18,,news/Sports,United States,Noth America,9,9,1,1,1
slv-65247,Tonček Štern v iskanju pravice ostro proti Poljakom,2020-02-11,,news/Sports,Poland,Europe,8,8,1,1,1
slv-65439,Vražje Slovenke pod Rajhovko merijo visoko,2020-02-19,,news/Sports,Slovenia,Europe,9,9,1,1,1
slv-65924,Kranjska Gora odpovedana; svetovni pokal končan,2020-03-12,,news/Sports,Slovenia,Europe,14,14,1,1,1
slv-66066,"MOK neodgovoren, ker sili športnike trenirati",2020-03-18,,news/Sports,Japan,Asia,7,7,1,1,1
slv-66187,Več kot 50.000 ljudi pričakalo olimpijski ogenj,2020-03-20,,news/Sports,Japan,Asia,11,11,1,1,1
slv-66330,"Dinamo Zagreb odpustil trenerje, ker niso sprejeli znižanja plač",2020-03-27,,news/Sports,Croatia,Europe,10,10,1,1,1
slv-66499,"Čeferin: Kdor bo samovoljno zaključil sezono, morda ne bo igral v evropskih tekmovanjih",2020-04-03,,news/Sports,Belgium,Europe,7,7,1,1,1
slv-66726,Lastnik Dončićevega moštva ostaja optimist,2020-04-11,,news/Sports,United States,Noth America,7,7,1,1,1
slv-67089,"Za dres Diega Maradone 55.000 evrov, za 26 drugih 30.000 €",2020-04-27,,news/Sports,Italy,Europe,5,5,1,1,1
slv-67102,"Rafael Nadal dvomi o tem, da bo letos igral na turnirju",2020-04-27,,news/Sports,-,-,7,7,1,1,1
spa-1537887,Philly in Portland na domačih tleh izsilila sedmi tekmi (VIDEO),2019-05-10,,news/Sports,Canada,Noth America,98,11,1,1,1
slv-63171,V prometnih nesrečah umrli dve osebi,2019-11-11,,news/Technology,Slovenia,Europe,9,9,1,1,1
slv-64147,Zaradi modernih metod ribolova več vrst kitov in delfinov na robu izumrtja,2019-12-20,,news/Technology,France,Europe,8,8,1,1,1
eng-5062766,Odstopil Trumpov svetovalec za nacionalno varnost,2019-09-10,-0.043137254901961,news/Politics,United Kingdom,Europe,1317,10,0,1,1
eng-4868945,Trump: Iran je naredil zelo veliko napako,2019-06-21,-0.176470588235294,news/Politics,Iran,Asia,2650,18,0,1,1
hrv-170607,"Umrl Peter Mayhew, filmski Chewbacca",2019-05-02,,news/Arts and Entertainment,-,-,46,8,0,1,1
slv-57337,Novoletni koncert Dunajskih filharmonikov prvič s Christianom Thielemannom,2019-01-01,,news/Arts and Entertainment,Austria,Europe,8,8,0,1,1
slv-57629,Pevec o domnevnem posilstvu: Ta p**sica laže #video,2019-01-22,,news/Arts and Entertainment,France,Europe,12,12,0,1,1
slv-57942,Boris Kobal se umika z vseh odrov,2019-02-07,,news/Arts and Entertainment,-,-,7,7,0,1,1
slv-58351,"Umrl je skladatelj, štirikratni oskarjevec André Previn",2019-03-01,,news/Arts and Entertainment,United States,Noth America,5,5,0,1,1
slv-58894,Foto: Jolie pozvala diplomate k ukrepom za dobro žensk (in spoznala Erjavca),2019-03-29,,news/Arts and Entertainment,United States,Noth America,6,6,0,1,1
slv-58942,DSP z današnjim dnem brez predsednice in še štirih sodelavk,2019-04-01,,news/Arts and Entertainment,-,-,9,9,0,1,1
slv-59078,"Grumova nagrada v roke Nejca Gazvode, Šeligova predstavi še ni naslova",2019-04-08,,news/Arts and Entertainment,-,-,13,13,0,1,1
slv-59665,"Hvala, Evropa! Slovenija v finalu Evrovizije.",2019-05-14,,news/Arts and Entertainment,Hungary,Europe,10,10,0,1,1
slv-59875,Zlata palma za južnokorejsko dramo Parazit,2019-05-25,,news/Arts and Entertainment,France,Europe,7,7,0,1,1
slv-60105,Katere predstave so v igri za Borštnikove lovorike?,2019-06-06,,news/Arts and Entertainment,Slovenia,Europe,6,6,0,1,1
slv-62139,Ustanovitev SNG-ja Maribor pred 100 leti velik praznik z nacionalnim nabojem,2019-09-21,,news/Arts and Entertainment,Slovenia,Europe,8,8,0,1,1
slv-62432,"Za vedno je utihnil boben enega največjih, poslovil se je Ginger Baker",2019-10-06,,news/Arts and Entertainment,United Kingdom,Europe,9,9,0,1,1
slv-62518, Borštnikov prstan si bo letos nadela igralka Marinka Štern,2019-10-10,,news/Arts and Entertainment,Slovenia,Europe,15,15,0,1,1
slv-62562,Po kritikah Vučić stopil v bran Handkeju,2019-10-12,,news/Arts and Entertainment,France,Europe,6,6,0,1,1
slv-62564,"Umrla je Sara Danius, prva ženska na čelu Švedske akademije",2019-10-12,,news/Arts and Entertainment,-,-,5,5,0,1,1
slv-63639,"V Ljubljani, Mariboru, Kopru in Velenju bodo prižgali lučke",2019-11-29,,news/Arts and Entertainment,Slovenia,Europe,6,6,0,1,1
slv-64131,Znani so nastopajoči na izboru Ema 2020,2019-12-20,,news/Arts and Entertainment,Netherlands,Europe,6,6,0,1,1
slv-64411,V ponedeljek se začenja sodni proces proti Harveyju Weinsteinu,2020-01-05,,news/Arts and Entertainment,United States,Noth America,8,8,0,1,1
slv-64902,Zgodovinsko! Billie Eilish na grammyjih pobrala nagrade v vseh glavnih kategorijah,2020-01-27,,news/Arts and Entertainment,United States,Noth America,11,11,0,1,1
slv-65185,"Ira Ratej: Tragikomično je, da leto za letom utemeljujemo razloge za obstoj umetnosti",2020-02-07,,news/Arts and Entertainment,Slovenia,Europe,11,11,0,1,1
slv-65544,"Shod proti izročitvi Assangea ZDA: ""Resnica vas bo osvobodila""",2020-02-22,,news/Arts and Entertainment,United Kingdom,Europe,10,10,0,1,1
slv-65846,Italijanska vlada karanteno razširila na vso državo ,2020-03-09,,news/Arts and Entertainment,Italy,Europe,8,8,0,1,1
slv-65855,Smrt obiskala Maxa von Sydowa,2020-03-09,,news/Arts and Entertainment,Sweden,Europe,6,6,0,1,1
slv-66326,Dramski umetniki z lovorikama za življenjsko delo ovenčali Marijano Brecelj in Aleša Jana,2020-03-27,,news/Arts and Entertainment,Slovenia,Europe,8,8,0,1,1
slv-66387,"Umrl je Krzysztof Penderecki, eden najbolj vplivnih skladateljev 20. stoletja",2020-03-29,,news/Arts and Entertainment,Poland,Europe,7,7,0,1,1
slv-66885,Vse nared za zgodovinski zvezdniški koncert proti covidu-19,2020-04-18,,news/Arts and Entertainment,-,-,16,16,0,1,1
slv-67276,Moč besede: Kako občina dviga moralo Mariborčanov,2020-05-04,,news/Arts and Entertainment,Slovenia,Europe,7,7,0,1,1
slv-67390,Igralci Prešernovega gledališča bodo interpretirali slovenske dramatike,2020-05-07,,news/Arts and Entertainment,Slovenia,Europe,7,7,0,1,1
slv-67564,In vendarle! Ana Soklič bo Slovenijo zastopala na Evroviziji 2021 v Rotterdamu,2020-05-16,,news/Arts and Entertainment,-,-,6,6,0,1,1
zho-675801,Med govorom Brada Pitta kamere ujele Jennifer Aniston,2020-01-03,,news/Arts and Entertainment,United States,Noth America,266,15,0,1,1
slv-65558,#video Zvezdniki so se v dvorani Staples Center poslovili od Bryanta in hčerke Gianne,2020-02-24,,"news/Arts and Entertainment, news/Sports",-,-,25,7,0,1,1
slv-63408,Evropska komisija: Slovenski proračun ima tveganja neskladnosti s pravili,2019-11-20,,news/Business,Belgium,Europe,13,13,0,1,1
slv-57699,"Sindikat s Pošto ni sklenil dogovora, se obeta stavka?",2019-01-25,,news/Business,-,-,5,5,0,1,1
slv-57758,Vestnik - Prodaja Term Lendava ni več vprašanje ,2019-01-28,,news/Business,Slovenia,Europe,7,7,0,1,1
slv-57830,V Gorenju brez službe ostalo 325 delavcev,2019-02-01,,news/Business,Serbia,Europe,14,14,0,1,1
slv-58006,Finska: Temeljni dohodek prejemnikov ni spodbudil k iskanju dela,2019-02-08,,news/Business,-,-,8,8,0,1,1
slv-58281,"Davčna reforma: Vzeli bi manj, ker se mora delo splačati",2019-02-26,,news/Business,Slovenia,Europe,13,13,0,1,1
slv-58363,Finančna direktorica Huaweija vložila tožbo proti Kanadi,2019-03-02,,news/Business,Canada,Noth America,13,13,0,1,1
slv-58475,GZS za rast plač na osnovi rasti produktivnosti,2019-03-06,,news/Business,-,-,9,9,0,1,1
slv-58552,Britanski poslanci zavrnili brexit brez dogovora,2019-03-13,,news/Business,United Kingdom,Europe,8,8,0,1,1
slv-58829,Nov incident z Boeingom 737 max: Letalo zasilno pristalo na Floridi,2019-03-27,,news/Business,United States,Noth America,6,6,0,1,1
slv-59363,Razbremenitev regresa tik pred potrditvijo,2019-04-25,,news/Business,-,-,11,11,0,1,1
slv-59620,Na cesti na Ljubelj stekel promet,2019-04-28,,news/Business,-,-,11,11,0,1,1
slv-60321,Facebook predstavil digitalno valuto Libra,2019-06-17,,news/Business,-,-,10,10,0,1,1
slv-60868,Lidija Glavina ni več zaposlena v SDH-ju,2019-07-15,,news/Business,-,-,8,8,0,1,1
slv-60876,Požar v Mariboru zaradi pregretja naprave v dnevni sobi,2019-07-15,,news/Business,Slovenia,Europe,5,5,0,1,1
slv-60898,Pod lasuljo skril za 30.000 evrov kokaina,2019-07-16,,news/Business,Spain,Europe,6,6,0,1,1
slv-61446,"Potniško letalo po trku s pticami ""čudežno"" pristalo",2019-08-15,,news/Business,Russia,Europe,6,6,0,1,1
slv-62171,Adria Airways ohranila zgolj povezavo s Frankfurtom,2019-09-23,,news/Business,Slovenia,Europe,18,18,0,1,1
slv-62251,ESS: Zaradi predloga o ukinitvi zdravstvenega zavarovanja prekinjen socialni dialog,2019-09-27,,news/Business,-,-,7,7,0,1,1
slv-62443,Zaposleni v Adrii Airways vračajo svoje uniforme,2019-10-07,,news/Business,-,-,11,11,0,1,1
slv-62468,Švedski mediji: Pet kraljevih vnukov končno snetih z vajeti,2019-10-08,,news/Business,-,-,7,7,0,1,1
slv-62489,Denar za Krisa bo rešila Zveza prijateljev mladine Slovenije,2019-10-07,,news/Business,-,-,12,12,0,1,1
slv-62769,Pipistrel dobavil vseh 194 letal za indijsko vojsko,2019-10-22,,news/Business,Slovenia,Europe,6,6,0,1,1
slv-62839,Sindikatu dovolj mačehovskega odnosa do zaposlenih in praznih obljub Pošte,2019-11-11,,news/Business,-,-,13,13,0,1,1
slv-62900,Zvišanje študentske postavke pod vprašajem: Sporna že podlaga za izračun,2019-10-28,,news/Business,-,-,7,7,0,1,1
slv-62931,DZ ukinil dodatek za delovno aktivnost; od julija za upokojence brezplačen javni prevoz,2019-10-29,,news/Business,-,-,8,8,0,1,1
slv-62939,Minister Počivalšek: Morebitni partner za novo Adrio je regionalni letalski prevoznik,2019-10-30,,news/Business,-,-,5,5,0,1,1
slv-63213,Michelinove zvezdice bodo končno zasijale tudi v Sloveniji,2019-11-12,,news/Business,Slovenia,Europe,11,11,0,1,1
slv-63214,Pet ponudb za nakup preostalega premoženja Adrie Airways,2019-11-12,,news/Business,-,-,12,12,0,1,1
slv-63306,"Petrol povečal dobiček, predvsem na račun večje prodaje",2019-11-15,,news/Business,-,-,6,6,0,1,1
slv-63378,Kostićev MK Group za 20-let najel plaže v Portorožu,2019-11-19,,news/Business,Slovenia,Europe,6,6,0,1,1
slv-63457,Po SPD-ju na Pošti s stavko grozi tudi sindikat SDPZ,2019-11-22,,news/Business,Slovenia,Europe,5,5,0,1,1
slv-64172,Novi nadzornik Cinkarne Celje je Američan Mario Gobbo,2019-12-23,,news/Business,Slovenia,Europe,8,8,0,1,1
slv-64641,"Zaradi Luke Dončića ""Teksas čuti Slovenijo""",2020-01-16,,news/Business,United States,Noth America,12,12,0,1,1
slv-64658,Sojenje o poslih NKBM na Hrvaškem: Tudi hrvaški obtoženci se ne čutijo krivi,2020-01-15,,news/Business,Slovenia,Europe,7,7,0,1,1
slv-64669,"Ruski vlagatelji, ki se zanimajo za Adrio, bi na evropski trg vpeljali 200 suhojev",2020-01-17,,news/Business,Slovenia,Europe,9,9,0,1,1
slv-64801,Polona Hercog nemočna proti prvi nosilki,2020-01-22,,news/Business,Australia,Oceania,9,9,0,1,1
slv-65542,Nova pogojna zaporna kazen za Hildo Tovšak,2020-02-24,,news/Business,-,-,14,14,0,1,1
